"","FileNumber","ResultCode","AccountStatus","PermitStatus","DateIssued","DateExpired","AnnualTimeStart","AnnualTimeEnd","ProjectTitle","FirstName","LastName","Organization","HUCNumber","WaterbodyName","BasinName","StreamName","LocationDescription","CommonName","Population","Run","Production","LifeStage","Sex","TakeAction","CaptureMethod","ExpTake","IndMort","Species"
"188","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Middle Fork Willamette, Coast Fork Willamette, Calapooia, Long Tom, Marys and Luckiamute Rivers","Willamette River upstream from the Santiam River confluence. Tributaries of the Willamette River to upstream major dams","Chinook salmon","Upper Willamette River","Spring","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Boat",540,16,"Upper Willamette River Chinook salmon"
"189","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Middle Fork Willamette, Coast Fork Willamette, Calapooia, Long Tom, Marys and Luckiamute Rivers","Willamette River upstream from the Santiam River confluence. Tributaries of the Willamette River to upstream major dams","steelhead","Upper Willamette River","Winter","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",15,0,"Upper Willamette River steelhead"
"190","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Tualitin, and Yamhill Rivers","Willamette River from Willamette Falls upstream to its confluence with the Santiam River. Also includes west-side tributaries of the Willamette River","Chinook salmon","Upper Willamette River","Spring","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",19,0,"Upper Willamette River Chinook salmon"
"191","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Tualitin, and Yamhill Rivers","Willamette River from Willamette Falls upstream to its confluence with the Santiam River. Also includes west-side tributaries of the Willamette River","Chinook salmon","Upper Willamette River","Spring","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",35,1,"Upper Willamette River Chinook salmon"
"192","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Tualitin, and Yamhill Rivers","Willamette River from Willamette Falls upstream to its confluence with the Santiam River. Also includes west-side tributaries of the Willamette River","steelhead","Upper Willamette River","Winter","Natural","Adult","Male and Female","Capture/Handle/Release Animal","Electrofishing, Boat",2,0,"Upper Willamette River steelhead"
"193","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Tualitin, and Yamhill Rivers","Willamette River from Willamette Falls upstream to its confluence with the Santiam River. Also includes west-side tributaries of the Willamette River","steelhead","Upper Willamette River","Winter","Natural","Juvenile","Male and Female","Observe/Harass","Snorkel/Dive surveys",540,0,"Upper Willamette River steelhead"
"194","22003-2A","NMFS 10a1A Salmon","Application Complete","Issued",2021-06-22,2023-12-31,2019-05-10,2023-12-31,"King County Contaminant Monitoring in Marine Fish Tissue",NA,NA,"King County Department of Natural Resources and Parks",99999999,"South Puget Sound","N/A",NA,"Forage fish locations will be mostly King County shorelines with documented spawning. These include Discovery Park, Alki, Lincoln Park (all Seattle), Seahurst Park (Burien), and Vashon Island. Reference station on Whidbey Island. Sampling expected in 2020","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",1378,14,"Puget Sound Chinook salmon"
"195","22003-2A","NMFS 10a1A Salmon","Application Complete","Issued",2021-06-22,2023-12-31,2019-05-10,2023-12-31,"King County Contaminant Monitoring in Marine Fish Tissue",NA,NA,"King County Department of Natural Resources and Parks",99999999,"South Puget Sound","N/A",NA,"Trawls for English sole and rockfish include 6 locations in King County in central Puget Sound (+1 reference site) included on the attached map. Sampling is anticipated in 2019, 2021, and 2023.","eulachon","Southern DPS","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Trawl, Bottom",100,100,"Southern DPS eulachon"
"196","22003-2A","NMFS 10a1A Salmon","Application Complete","Issued",2021-06-22,2023-12-31,2019-05-10,2023-12-31,"King County Contaminant Monitoring in Marine Fish Tissue",NA,NA,"King County Department of Natural Resources and Parks",99999999,"South Puget Sound","N/A",NA,"Trawls for English sole and rockfish include 6 locations in King County in central Puget Sound (+1 reference site) included on the attached map. Sampling is anticipated in 2019, 2021, and 2023.","bocaccio","Puget Sound/Georgia Basin DPS","N/A","Natural","Adult","Unknown","Capture/Handle/Release Animal","Trawl, Bottom",2,1,"Puget Sound/Georgia Basin DPS bocaccio"
"197","22003-2A","NMFS 10a1A Salmon","Application Complete","Issued",2021-06-22,2023-12-31,2019-05-10,2023-12-31,"King County Contaminant Monitoring in Marine Fish Tissue",NA,NA,"King County Department of Natural Resources and Parks",99999999,"South Puget Sound","N/A",NA,"Trawls for English sole and rockfish include 6 locations in King County in central Puget Sound (+1 reference site) included on the attached map. Sampling is anticipated in 2019, 2021, and 2023.","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Adult","Unknown","Capture/Handle/Release Animal","Trawl, Bottom",3,1,"Puget Sound Chinook salmon"
"198","22003-2A","NMFS 10a1A Salmon","Application Complete","Issued",2021-06-22,2023-12-31,2019-05-10,2023-12-31,"King County Contaminant Monitoring in Marine Fish Tissue",NA,NA,"King County Department of Natural Resources and Parks",99999999,"South Puget Sound","N/A",NA,"Trawls for English sole and rockfish include 6 locations in King County in central Puget Sound (+1 reference site) included on the attached map. Sampling is anticipated in 2019, 2021, and 2023.","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Trawl, Bottom",10,10,"Puget Sound Chinook salmon"
"199","22003-2A","NMFS 10a1A Salmon","Application Complete","Issued",2021-06-22,2023-12-31,2019-05-10,2023-12-31,"King County Contaminant Monitoring in Marine Fish Tissue",NA,NA,"King County Department of Natural Resources and Parks",99999999,"South Puget Sound","N/A",NA,"Trawls for English sole and rockfish include 6 locations in King County in central Puget Sound (+1 reference site) included on the attached map. Sampling is anticipated in 2019, 2021, and 2023.","steelhead","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Adult","Unknown","Capture/Handle/Release Animal","Trawl, Bottom",1,1,"Puget Sound steelhead"
"200","22003-2A","NMFS 10a1A Salmon","Application Complete","Issued",2021-06-22,2023-12-31,2019-05-10,2023-12-31,"King County Contaminant Monitoring in Marine Fish Tissue",NA,NA,"King County Department of Natural Resources and Parks",99999999,"South Puget Sound","N/A",NA,"Trawls for English sole and rockfish include 6 locations in King County in central Puget Sound (+1 reference site) included on the attached map. Sampling is anticipated in 2019, 2021, and 2023.","green sturgeon","Southern DPS","N/A","Natural","Adult","Unknown","Capture/Handle/Release Animal","Trawl, Bottom",1,0,"Southern DPS green sturgeon"
"201","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","California Coastal","N/A","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",2,0,"California Coastal Chinook salmon"
"202","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Lower Columbia River","Spring","Listed Hatchery Adipose Clip","Adult","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",5,0,"Lower Columbia River Chinook salmon"
"203","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Lower Columbia River","Spring","Listed Hatchery Intact Adipose","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",5,0,"Lower Columbia River Chinook salmon"
"204","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Lower Columbia River","Spring","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",2,0,"Lower Columbia River Chinook salmon"
"205","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Puget Sound","Spring","Listed Hatchery Intact Adipose","Adult","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",1,0,"Puget Sound Chinook salmon"
"206","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Puget Sound","Spring","Natural","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",1,0,"Puget Sound Chinook salmon"
"207","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Sacramento River winter-run","Winter","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",2,0,"Sacramento River winter-run Chinook salmon"
"208","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Snake River fall-run","Fall","Natural","Adult","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",3,0,"Snake River fall-run Chinook salmon"
"209","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",10,0,"Snake River spring/summer-run Chinook salmon"
"210","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",2,0,"Snake River spring/summer-run Chinook salmon"
"211","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Upper Columbia River spring-run","Spring","Listed Hatchery Adipose Clip","Adult","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",2,0,"Upper Columbia River spring-run Chinook salmon"
